Gender,Age,Occupation,Purpose_of_Travel,Travel_Frequency,Travel_Class,Flight_Preference,Booking_Mode,Influencing_Factors,Airline_Last_Flown,Price_Sensitivity,Loyalty_Program,Reward_Preference,Schedule_Preference,Inflight_Priority,Purpose_List,business,leisure,family_visit,education,medical,others,indigo,spicejet,vistara,air_india,akasa,airline_count
woman,25-34,business owner,others,7-10 flights,first class,no preference,other,['brand reputation'],spicejet;,very sensitive,no,"['free lounge access', 'free flights', 'priority check-in/boarding']",no preference,extra baggage facility,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,25-34,working professional,others,4-6 flights,premium economy,prefer layover for rest/personal reasons,travel agent,['in flight service quality'],spicejet;,not sensitive,yes,"['priority check-in/boarding', 'free lounge access']",evening,extra legroom,['others'],0,1,0,0,0,0,0,1,0,0,0,1
man,45-60,government employee,others,more than 10 flight,economy,prefer layover for rest/personal reasons,travel agent,"['brand reputation', 'safety rating']",other;,very sensitive,no,['free seat upgrades'],evening,cabin crew behavior,['others'],0,1,0,0,0,0,0,0,1,0,0,1
woman,60+,others,family visit,4-6 flights,first class,no preference,"third party website (e.g makemytrip, goibibo)","['brand reputation', 'in flight service quality', 'ticket price']",spicejet;,very sensitive,no,"['cashback or discount', 'priority check-in/boarding', 'free flights']",late night,cabin crew behavior,['family_visit'],0,0,1,0,0,0,0,1,0,0,0,1
man,60+,others,others,7-10 flights,first class,no preference,other,"['safety rating', 'ticket price']",indigo;,not sensitive,yes,"['free lounge access', 'free seat upgrades']",early morning,cabin crew behavior,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,35-44,student,others,1 flight,premium economy,direct flight only,airline website/app,"['in flight service quality', 'free food']",other;,very sensitive,no,"['cashback or discount', 'free flights']",no preference,extra baggage facility,['others'],0,1,0,0,0,0,0,0,1,0,0,1
man,60+,others,family visit,4-6 flights,first class,prefer layover for rest/personal reasons,travel agent,"['free food', 'in flight service quality', 'ticket price']",other;,very sensitive,no,"['priority check-in/boarding', 'free lounge access', 'cashback or discount']",afternoon,extra baggage facility,['family_visit'],0,0,1,0,0,0,0,1,0,0,0,1
woman,60+,others,others,4-6 flights,first class,direct flight only,other,['in flight service quality'],indigo;,very sensitive,no,"['free seat upgrades', 'free lounge access']",no preference,in-flight entertainment,['others'],0,1,0,0,1,0,1,0,0,0,0,1
man,25-34,student,leisure/vacation,4-6 flights,business,direct flight only,airline website/app,"['in flight service quality', 'seat comfort', 'brand reputation']",other,not sensitive,no,"['priority check-in/boarding', 'extra baggage', 'free lounge access']",no preference,"['seat comfort', 'in-flight entertainment', 'cabin crew behavior']",['leisure'],0,1,0,0,0,0,0,1,0,0,0,1
woman,19-24,student,others,4-6 flights,business,prefer 1-stop if cheaper,corporate booking portal,"['ticket price', 'free food', 'safety rating']",other;,very sensitive,no,['cashback or discount'],no preference,extra legroom,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,45-60,government employee,others,1 flight,premium economy,prefer layover for rest/personal reasons,airline website/app,['safety rating'],spicejet;,very sensitive,no,['free seat upgrades'],early morning,extra baggage facility,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,60+,working professional,others,0 flight,premium economy,prefer 1-stop if cheaper,airline website/app,"['punctuality', 'in flight service quality']",other;,very sensitive,no,['cashback or discount'],evening,in-flight entertainment,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,60+,others,others,1 flight,economy,prefer 1-stop if cheaper,travel agent,"['free food', 'safety rating']",spicejet;,very sensitive,no,"['free seat upgrades', 'priority check-in/boarding', 'free lounge access']",evening,extra baggage facility,['others'],0,0,1,0,0,0,0,1,0,0,0,1
man,35-44,business owner,others,4-6 flights,business,no preference,"third party website (e.g makemytrip, goibibo)","['loyalty programs', 'safety rating', 'in flight service quality']",spicejet;,somewhat sensitive,yes,"['free lounge access', 'cashback or discount', 'free seat upgrades']",evening,cabin crew behavior,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,60+,others,others,2-3 flights,premium economy,prefer 1-stop if cheaper,airline website/app,"['ticket price', 'loyalty programs', 'brand reputation']",indigo;,very sensitive,no,['free flights'],early morning,extra baggage facility,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,60+,student,others,2-3 flights,business,prefer layover for rest/personal reasons,corporate booking portal,"['loyalty programs', 'free food', 'in flight service quality']",other;,very sensitive,no,['free flights'],late night,in-flight entertainment,['others'],0,0,1,0,0,0,1,0,0,0,0,1
man,19-24,student,business;education;,0 flight,premium economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['punctuality', 'loyalty programs', 'ticket price']",other;,somewhat sensitive,no,"['cashback or discount', 'free seat upgrades', 'extra baggage']",afternoon,"['extra legroom', 'extra baggage facility', 'seat comfort']","['business', 'education']",1,0,0,1,0,0,1,0,0,0,0,1
woman,35-44,business owner,business,7-10 flights,business,no preference,travel agent,"['ticket price', 'loyalty programs', 'free food']",spicejet;,very sensitive,no,"['priority check-in/boarding', 'free flights', 'free seat upgrades']",no preference,extra baggage facility,['business'],1,0,0,0,0,0,0,1,0,0,0,1
woman,19-24,student,education;family visit;leisure/vacation,2-3 flights,economy,prefer 1-stop if cheaper,airline website/app,"['in flight service quality', 'brand reputation', 'safety rating']",other,very sensitive,no,"['free lounge access', 'priority check-in/boarding', 'free flights']",afternoon,"['seat comfort', 'in-flight entertainment', 'amenities(e.g charging ports, eye-mask, blankets)']","['education', 'family_visit', 'leisure']",0,1,1,1,0,0,0,1,0,0,0,1
man,45-60,working professional,others,7-10 flights,economy,no preference,corporate booking portal,"['ticket price', 'safety rating']",other;,very sensitive,no,"['priority check-in/boarding', 'cashback or discount', 'free seat upgrades']",late night,extra baggage facility,['others'],1,0,0,0,0,0,0,0,1,0,0,1
man,19-24,student,leisure/vacation,0 flight,economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['ticket price', 'safety rating', 'in flight service quality']",other,somewhat sensitive,no,"['free lounge access', 'priority check-in/boarding', 'cashback or discount']",no preference,"['seat comfort', 'amenities(e.g charging ports, eye-mask, blankets)', 'extra legroom']",['leisure'],0,1,0,0,0,0,1,0,0,0,0,1
woman,35-44,business owner,others,7-10 flights,premium economy,no preference,travel agent,['brand reputation'],indigo;,somewhat sensitive,no,"['cashback or discount', 'free seat upgrades']",late night,extra legroom,['others'],1,0,0,0,0,0,1,0,0,0,0,1
woman,19-24,government employee,others,more than 10 flight,premium economy,no preference,corporate booking portal,"['free food', 'loyalty programs', 'punctuality']",other;,very sensitive,no,"['priority check-in/boarding', 'cashback or discount', 'free seat upgrades']",no preference,extra baggage facility,['others'],0,0,1,0,0,0,1,0,0,0,0,1
man,35-44,student,others,0 flight,economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['loyalty programs', 'ticket price', 'in flight service quality']",air india;,very sensitive,no,['cashback or discount'],late night,seat comfort,['others'],0,0,0,1,0,0,0,0,0,1,0,1
woman,35-44,working professional,business,1 flight,economy,prefer layover for rest/personal reasons,other,['safety rating'],vistara;,very sensitive,no,"['priority check-in/boarding', 'free flights', 'cashback or discount']",evening,extra baggage facility,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,19-24,student,others,2-3 flights,economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['loyalty programs', 'free food', 'safety rating']",spicejet;,very sensitive,no,"['free lounge access', 'free flights', 'cashback or discount']",evening,extra baggage facility,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,60+,student,others,1 flight,premium economy,prefer layover for rest/personal reasons,airline website/app,"['punctuality', 'free food']",spicejet;,very sensitive,no,"['cashback or discount', 'free flights', 'free seat upgrades']",evening,cabin crew behavior,['others'],0,0,1,0,0,0,0,1,0,0,0,1
man,25-34,business owner,others,4-6 flights,business,direct flight only,"third party website (e.g makemytrip, goibibo)","['safety rating', 'punctuality', 'ticket price']",indigo;,not sensitive,yes,"['cashback or discount', 'free seat upgrades', 'free lounge access']",no preference,seat comfort,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,35-44,business owner,others,7-10 flights,business,no preference,airline website/app,"['free food', 'ticket price']",other;,very sensitive,no,"['free flights', 'priority check-in/boarding']",early morning,extra baggage facility,['others'],1,0,0,0,0,0,1,0,0,0,0,1
woman,60+,others,others,0 flight,economy,direct flight only,other,"['punctuality', 'ticket price']",spicejet;,very sensitive,no,['free flights'],early morning,extra baggage facility,['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,60+,others,others,7-10 flights,economy,prefer 1-stop if cheaper,airline website/app,"['loyalty programs', 'ticket price', 'free food']",air india;,very sensitive,no,"['free seat upgrades', 'priority check-in/boarding', 'free lounge access']",afternoon,extra legroom,['others'],0,1,0,0,0,0,0,0,0,1,0,1
man,19-24,student,others,0 flight,premium economy,prefer layover for rest/personal reasons,travel agent,"['ticket price', 'loyalty programs']",spicejet;,very sensitive,no,"['free seat upgrades', 'cashback or discount']",evening,cabin crew behavior,['others'],0,0,0,0,0,1,0,1,0,0,0,1
man,25-34,working professional,business,4-6 flights,economy,direct flight only,airline website/app,"['brand reputation', 'loyalty programs', 'free food']",other;,somewhat sensitive,yes,"['priority check-in/boarding', 'free flights']",late night,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,35-44,business owner,others,4-6 flights,premium economy,prefer layover for rest/personal reasons,corporate booking portal,"['ticket price', 'brand reputation']",vistara;,very sensitive,no,['cashback or discount'],afternoon,extra legroom,['others'],1,0,0,0,0,0,0,0,1,0,0,1
man,19-24,student,others,more than 10 flight,premium economy,no preference,"third party website (e.g makemytrip, goibibo)","['free food', 'brand reputation']",other;,very sensitive,no,['free seat upgrades'],afternoon,cabin crew behavior,['others'],0,0,0,1,0,0,0,0,1,0,0,1
woman,25-34,working professional,business,2-3 flights,premium economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['free food', 'punctuality']",other;,very sensitive,no,['priority check-in/boarding'],afternoon,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,45-60,government employee,others,7-10 flights,first class,prefer layover for rest/personal reasons,travel agent,"['free food', 'loyalty programs']",vistara;,very sensitive,no,"['free seat upgrades', 'free flights']",afternoon,extra baggage facility,['others'],0,0,0,0,0,1,0,0,1,0,0,1
woman,19-24,student,others,4-6 flights,business,direct flight only,"third party website (e.g makemytrip, goibibo)","['punctuality', 'safety rating']",indigo;,very sensitive,no,"['free seat upgrades', 'cashback or discount', 'free flights']",evening,extra baggage facility,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,19-24,student,others,7-10 flights,premium economy,prefer 1-stop if cheaper,other,"['ticket price', 'loyalty programs']",other;,very sensitive,no,['cashback or discount'],no preference,seat comfort,['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,35-44,government employee,business,7-10 flights,first class,no preference,other,['safety rating'],other;,very sensitive,no,['priority check-in/boarding'],evening,in-flight entertainment,['business'],1,0,0,0,0,0,0,1,0,0,0,1
woman,35-44,working professional,business,4-6 flights,premium economy,no preference,corporate booking portal,['in flight service quality'],other;,very sensitive,no,['priority check-in/boarding'],evening,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,45-60,government employee,others,2-3 flights,premium economy,no preference,other,"['brand reputation', 'loyalty programs']",spicejet;,very sensitive,no,['cashback or discount'],late night,in-flight entertainment,['others'],0,0,1,0,0,0,0,1,0,0,0,1
woman,60+,others,others,4-6 flights,first class,prefer 1-stop if cheaper,airline website/app,"['ticket price', 'brand reputation', 'punctuality']",indigo;,not sensitive,no,"['free lounge access', 'free flights', 'cashback or discount']",no preference,seat comfort,['others'],0,0,0,0,1,1,1,0,0,0,0,1
woman,35-44,student,others,7-10 flights,business,prefer 1-stop if cheaper,corporate booking portal,"['brand reputation', 'in flight service quality']",indigo;,not sensitive,yes,['cashback or discount'],afternoon,cabin crew behavior,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,60+,others,others,1 flight,premium economy,no preference,travel agent,"['in flight service quality', 'brand reputation']",indigo;,very sensitive,no,"['priority check-in/boarding', 'free seat upgrades', 'free lounge access']",afternoon,cabin crew behavior,['others'],0,0,1,0,0,0,1,0,0,0,0,1
woman,45-60,government employee,others,7-10 flights,business,no preference,other,['ticket price'],indigo;,very sensitive,no,"['free flights', 'priority check-in/boarding']",evening,extra legroom,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,60+,others,others,4-6 flights,business,prefer 1-stop if cheaper,airline website/app,['ticket price'],spicejet;,somewhat sensitive,no,['cashback or discount'],late night,"amenities(e.g charging ports, eye-mask, blankets)",['others'],0,0,1,0,1,0,0,1,0,0,0,1
